keyword,title,price,rating,reviews,platform,delivery
air fryer India,HP air fryer India Model 541,44752,4.6,3692,RELIANCE DIGITAL,2 Days
office chair ergonomic,Nike office chair ergonomic Model 207,18384,3.9,3798,FLIPKART,2 Days
office chair ergonomic,Philips office chair ergonomic Model 666,Not Available,5,1871,reliance digital,2 Days
microwave oven convection,Samsung microwave oven convection Model 355,19714,2.5,658,amazon,Free Delivery
air fryer India,LG air fryer India Model 497,1734,4.9,1240,amazon,Free Delivery
power bank fast charging,HP power bank fast charging Model 815 !!!,5912,3.6,80,reliance digital,Free Delivery
office chair ergonomic,Nike office chair ergonomic Model 994,33453,4.3,1126,reliance digital,Free Delivery
power bank fast charging,LG power bank fast charging Model 347 !!!,16861,4.4,1826,CROMA,2 Days
air fryer India,Dell air fryer India Model 326,21328,4.5,2894,AMAZON,2 Days
men running shoes,HP men running shoes Model 244,27366,4.7,171,AMAZON,5 Days
air fryer India,Philips air fryer India Model 486,32783,3,3444,RELIANCE DIGITAL,Free Delivery
office chair ergonomic,LG office chair ergonomic Model 829,48662,4.2,many,amazon,2 Days
microwave oven convection,Boat microwave oven convection Model 727,16473,,4296,CROMA,Free Delivery
air fryer India,LG air fryer India Model 363,10393,3.5,many,CROMA,2 Days
air fryer India,Sony air fryer India Model 915,21233,4.6,57,CROMA,2 Days
microwave oven convection,Nike microwave oven convection Model 392,18929,3.7,4407,AMAZON,Free Delivery
microwave oven convection,Samsung microwave oven convection Model 524,,4.7,1294,AMAZON,Free Delivery
office chair ergonomic,HP office chair ergonomic Model 168,20097,3.5,2880,CROMA,2 Days
office chair ergonomic,Nike office chair ergonomic Model 138,33684,4.1,4006,croma,5 Days
power bank fast charging,HP power bank fast charging Model 250,38959,4.6,579,RELIANCE DIGITAL,2 Days
power bank fast charging,Samsung power bank fast charging Model 407,,3,384,reliance digital,5 Days
microwave oven convection,Philips microwave oven convection Model 322,Not Available,4.2,3643,croma,Free Delivery
